 名称 , 产地 , 供应商 , 抑制率1 , 抑制率2 , 结果 , 年份 
西红柿,云南通海,银川物流,4.76%,8.97%,合格,04-02
莴笋,云南通海,银川物流,0.00%,3.48%,合格,04-02
冬瓜,云南通海,银川物流,13.00%,4.76%,合格,04-02
南瓜,云南通海,银川物流,30.60%,26.90%,合格,04-02
大葱,云南通海,银川物流,9.71%,5.86%,合格,04-02
蜜梨,四川华蓥,椰枝花,4.40%,6.59%,合格,04-02
沃柑,广西武鸣,椰枝花,2.93%,0.73%,合格,04-02
香蕉,海南乐东,椰枝花,7.69%,10.30%,合格,04-02
库尔勒香梨,新疆库尔勒,椰枝花,2.20%,4.76%,合格,04-02
芭蕉,海南乐东,椰枝花,6.41%,3.11%,合格,04-02
猕猴桃,陕西秦岭,椰枝花,0.00%,0.00%,合格,04-02
蜜梨,安徽淮化,玉玉橙橙,0.00%,0.18%,合格,04-02
香梨,乌鲁木齐,玉玉橙橙,0.00%,0.00%,合格,04-02
丑苹果,陕西延安,玉玉橙橙,0.00%,0.55%,合格,04-02
沃柑,广西南宁,玉玉橙橙,0.18%,2.75%,合格,04-02
金针菇,福建漳州,自采,0.00%,3.30%,合格,04-02
茄子,琼山大荒洋,鑫源丰,7.33%,1.47%,合格,04-05
泡椒,琼山大荒洋,鑫源丰,4.58%,2.20%,合格,04-05
地瓜,琼山大荒洋,鑫源丰,6.78%,0.37%,合格,04-05
地瓜叶,琼山大荒洋,昌木达,4.21%,7.88%,合格,04-05
线椒,琼山大荒洋,昌木达,5.31%,8.06%,合格,04-05
苋菜,琼山大荒洋,昌木达,5.68%,0.18%,合格,04-05
地瓜叶,琼山七水洋,泳旺/龙地园,2.01%,5.31%,合格,04-05
泡椒,琼山七水洋,泳旺,14.50%,16.50%,合格,04-05
莲藕,琼山七水洋,泳旺,5.86%,0.00%,合格,04-05
地瓜叶,琼山大荒洋,恒鑫,6.78%,11.00%,合格,04-05
圆茄子,琼山大荒洋,湘满园,7.33%,0.73%,合格,04-05
金针菇,福建漳州,自采,8.79%,5.31%,合格,04-05
杏鲍菇,辽宁大连,自采,7.51%,5.68%,合格,04-05
白玉菇,福建漳州,自采,7.33%,7.51%,合格,04-05
秋葵,海口秀英,自采,4.95%,6.23%,合格,04-05
虫草花,福建漳州,自采,5.86%,5.68%,合格,04-05
平菇,海口秀英,自采,4.95%,5.31%,合格,04-05
鲜香菇,福建漳州,自采,9.71%,6.78%,合格,04-05
黄瓜,云南通海,银川物流,8.97%,6.59%,合格,04-05
空心菜,云南通海,银川物流,8.42%,9.52%,合格,04-05
生菜,云南通海,银川物流,6.59%,0.00%,合格,04-02
外地大白菜,云南通海,银川物流,0.00%,3.48%,合格,04-02
地瓜,海南琼海,秀英东南鸿,4.95%,11.50%,合格,04-02
空心菜,海口秀英,自采,11.70%,1.10%,合格,04-02
西兰花,云南陆良,广西泽元,9.34%,5.13%,合格,04-02
小黄白,云南通海,银川物流,10.80%,14.50%,合格,04-02
莲花白,云南通海,银川物流,3.11%,2.01%,合格,04-02
娃娃菜,云南通海,银川物流,0.00%,3.11%,合格,04-02
山药,云南通海,银川物流,6.59%,2.56%,合格,04-02
蒜苔,云南通海,银川物流,0.00%,0.00%,合格,04-02
胡萝卜,云南通海,银川物流,0.00%,4.03%,合格,04-02
白萝卜,云南通海,银川物流,15.80%,8.06%,合格,04-02
芋头,琼山七水洋,泳旺,0.00%,0.00%,合格,04-02
小香芹,山东济南,广西泽元,9.16%,5.86%,合格,04-02
尖椒,云南通海,银川物流,3.11%,9.34%,合格,04-02
蒜苗,云南通海,银川物流,23.60%,27.50%,合格,04-02
苦瓜,云南通海,银川物流,12.80%,16.80%,合格,04-02
茄子,云南通海,银川物流,2.75%,3.30%,合格,04-02
菠菜,云南陆良,中商,4.95%,10.30%,合格,04-02
韭菜,云南通海,银川物流,4.03%,0.55%,合格,04-02
金针菇,福建漳州,自采,7.51%,9.16%,合格,04-03
杏鲍菇,辽宁大连,自采,3.85%,0.92%,合格,04-03
白玉菇,福建漳州,自采,3.11%,1.83%,合格,04-03
秋葵,海口秀英,自采,4.40%,4.58%,合格,04-03
虫草花,福建漳州,自采,3.11%,0.37%,合格,04-03
平菇,海口秀英,自采,9.89%,6.41%,合格,04-03
鲜香菇,福建漳州,自采,3.85%,0.92%,合格,04-03
本地小白菜,琼山大荒洋,鑫源丰,8.97%,3.85%,合格,04-03
青梗小白菜,琼山大荒洋,鑫源丰,14.10%,9.16%,合格,04-03
黑叶白,琼山大荒洋,鑫源丰,3.11%,9.34%,合格,04-03
地瓜叶,琼山大荒洋,鑫源丰,8.61%,8.61%,合格,04-03
芥兰,琼山大荒洋,鑫源丰,0.92%,2.38%,合格,04-03
茄子,琼山大荒洋,鑫源丰,7.88%,9.71%,合格,04-03
泡椒,琼山大荒洋,鑫源丰,4.95%,8.97%,合格,04-03
本地小白菜,琼山大荒洋,昌木达,11.90%,12.10%,合格,04-03
上海青,琼山大荒洋,昌木达,3.30%,0.18%,合格,04-03
小芥菜,琼山大荒洋,昌木达,10.80%,6.96%,合格,04-03
黑叶白,琼山大荒洋,昌木达,2.93%,0.00%,合格,04-03
青梗小白菜,琼山大荒洋,昌木达,4.21%,4.21%,合格,04-03
地瓜叶,琼山大荒洋,昌木达,3.11%,1.10%,合格,04-03
白萝卜,云南通海,银川物流,10.10%,14.10%,合格,04-03
尖椒,云南通海,银川物流,8.79%,9.16%,合格,04-03
圆椒,云南通海,银川物流,8.06%,6.23%,合格,04-03
小葱,云南通海,银川物流,12.80%,8.42%,合格,04-03
大葱,云南通海,银川物流,2.38%,3.66%,合格,04-03
外地大白菜,云南通海,银川物流,20.50%,16.10%,合格,04-03
地瓜,海南琼海,秀英东南鸿,12.50%,16.30%,合格,04-03
菠菜,云南陆良,中商,0.00%,0.00%,合格,04-03
小香芹,云南通海,银川物流,0.00%,0.00%,合格,04-03
西兰花,云南陆良,广西泽元,7.14%,4.03%,合格,04-03
韭菜,云南通海,银川物流,7.14%,9.89%,合格,04-03
小黄白,云南通海,银川物流,7.33%,7.51%,合格,04-03
菜心,云南通海,银川物流,4.40%,10.80%,合格,04-03
油麦菜,云南通海,银川物流,7.69%,7.69%,合格,04-03
上海青,云南通海,银川物流,9.16%,6.23%,合格,04-03
莲花白,云南通海,银川物流,8.97%,2.01%,合格,04-03
金丝白,云南通海,银川物流,5.86%,1.28%,合格,04-03
黄瓜,云南通海,银川物流,6.59%,6.41%,合格,04-03
蒜苗,云南通海,银川物流,15.20%,10.40%,合格,04-03
胡萝卜,云南通海,银川物流,3.66%,3.85%,合格,04-03
上海青,琼山大荒洋,鑫源丰,6.04%,8.24%,合格,04-06
小芥菜,琼山大荒洋,鑫源丰,6.78%,9.89%,合格,04-06
黑叶白,琼山大荒洋,鑫源丰,2.38%,4.95%,合格,04-06
地瓜叶,琼山大荒洋,鑫源丰,4.76%,1.47%,合格,04-06
芥兰,琼山大荒洋,鑫源丰,7.33%,6.41%,合格,04-06
茄子,琼山大荒洋,鑫源丰,1.28%,4.40%,合格,04-06
泡椒,琼山大荒洋,鑫源丰,5.49%,5.31%,合格,04-06
地瓜叶,琼山大荒洋,昌木达,6.23%,4.21%,合格,04-06
线椒,琼山大荒洋,昌木达,5.13%,5.13%,合格,04-06
苋菜,琼山大荒洋,昌木达,3.11%,5.68%,合格,04-06
香菜,琼山七水洋,泳旺,9.52%,3.11%,合格,04-06
泡椒,琼山七水洋,泳旺,7.88%,3.48%,合格,04-06
地瓜叶,琼山七水洋,泳旺/龙地园,8.24%,0.55%,合格,04-06
地瓜叶,琼山大荒洋,恒鑫,0.00%,4.21%,合格,04-06
圆茄子,琼山大荒洋,湘满园,2.38%,0.00%,合格,04-06
空心菜,海南临高,东北亚,15.60%,24.00%,合格,04-06
香芋南瓜,海南海口,许英梅,3.30%,3.85%,合格,04-06
芋头,琼山七水洋,泳旺,0.00%,0.00%,合格,04-06
白洋葱,甘肃张掖,东北亚,13.20%,13.70%,合格,04-06
地瓜叶,琼山七水洋,龙地园,2.38%,0.00%,合格,04-06
小芥菜,琼山龙湾,光伏,5.31%,6.78%,合格,04-03
黑叶白,琼山龙湾,光伏,13.70%,15.00%,合格,04-03
泡椒,琼山七水洋,泳旺,4.95%,7.69%,合格,04-03
地瓜叶,琼山七水洋,泳旺,5.13%,2.75%,合格,04-03
地瓜叶,琼山大荒洋,恒鑫,0.73%,0.00%,合格,04-03
圆茄子,琼山大荒洋,湘满园,6.04%,3.66%,合格,04-03
嫩南瓜,琼山大荒洋,湘满园,3.30%,0.92%,合格,04-03
蒜苔,云南通海,银川物流,0.00%,3.48%,合格,04-03
西芹,云南通海,银川物流,0.00%,2.56%,合格,04-03
本地大黄瓜,海南澄迈,秀英好良心,6.59%,0.00%,合格,04-03
地瓜叶,琼山七水洋,龙地园,8.06%,0.00%,合格,04-03
丑苹果,四川凉山,椰枝花,15.40%,12.50%,合格,04-03
红富士,山西运城,椰枝花,6.78%,6.78%,合格,04-03
蜜梨,四川华蓥,椰枝花,10.60%,3.30%,合格,04-03
贡梨,安徽砀山,椰枝花,7.88%,11.40%,合格,04-03
沃柑,广西武鸣,椰枝花,8.79%,6.23%,合格,04-03
香蕉,海南乐东,椰枝花,6.41%,13.00%,合格,04-03
小葱,云南通海,银川物流,16.50%,19.20%,合格,04-02
圆椒,云南通海,银川物流,0.73%,0.00%,合格,04-02
本地大黄瓜,海南澄迈,秀英好良心,2.20%,2.20%,合格,04-02
娃娃菜,云南通海,银川物流,0.37%,1.65%,合格,04-03
莴笋,云南通海,银川物流,5.13%,0.00%,合格,04-03
山药,云南通海,银川物流,0.00%,1.65%,合格,04-03
茄子,云南通海,银川物流,6.59%,5.49%,合格,04-03
苦瓜,云南通海,银川物流,21.60%,21.20%,合格,04-03
皇帝菜,山东寿光,中商,2.56%,7.69%,合格,04-03
蒜头,琼山七水洋,进利,2.93%,0.55%,合格,04-03
生姜,琼山七水洋,进利,2.56%,1.65%,合格,04-03
芋头,琼山七水洋,泳旺,1.28%,0.18%,合格,04-03
冬瓜,云南通海,银川物流,4.76%,3.48%,合格,04-03
南瓜,云南通海,银川物流,8.24%,8.61%,合格,04-03
本地小白菜,琼山七水洋,泳旺,9.16%,6.41%,合格,04-03
黑叶白,琼山七水洋,泳旺,23.10%,24.90%,合格,04-03
空心菜,海口秀英,自采,6.96%,9.52%,合格,04-03
西红柿,云南通海,银川物流,0.00%,0.00%,合格,04-03
莲藕,琼山七水洋,泳旺,12.80%,9.89%,合格,04-03
丑苹果,陕西延安,玉玉橙橙,0.37%,0.00%,合格,04-03
香梨,乌鲁木齐,玉玉橙橙,4.40%,0.18%,合格,04-03
沃柑,广西南宁,玉玉橙橙,2.93%,0.00%,合格,04-03
土豆,云南通海,银川物流,0.55%,0.92%,合格,04-03
南瓜,云南通海,银川物流,6.04%,7.33%,合格,04-04
丑苹果,四川凉山,椰枝花,2.93%,2.75%,合格,04-04
红富士,山西运城,椰枝花,7.33%,8.06%,合格,04-04
蜜梨,四川华蓥,椰枝花,9.34%,6.59%,合格,04-04
沃柑,广西武鸣,椰枝花,5.49%,5.49%,合格,04-04
香蕉,海南乐东,椰枝花,0.55%,3.85%,合格,04-04
芭蕉,海南乐东,椰枝花,8.97%,3.11%,合格,04-04
库尔勒香梨,新疆库尔勒,椰枝花,7.88%,4.21%,合格,04-04
金针菇,福建漳州,自采,7.88%,4.21%,合格,04-04
杏鲍菇,辽宁大连,自采,5.13%,6.96%,合格,04-04
白玉菇,福建漳州,自采,10.60%,10.40%,合格,04-04
秋葵,海口秀英,自采,6.96%,0.55%,合格,04-04
虫草花,福建漳州,自采,0.00%,1.83%,合格,04-04
平菇,海口秀英,自采,1.83%,2.75%,合格,04-04
鲜香菇,福建漳州,自采,2.20%,0.00%,合格,04-04
白洋葱,甘肃张掖,东北亚,3.66%,1.65%,合格,04-04
本地小白菜,琼山龙湾,光伏,0.55%,3.85%,合格,04-04
黑叶白,琼山龙湾,光伏,5.86%,8.61%,合格,04-04
地瓜叶,琼山七水洋,泳旺/龙地园,8.06%,10.80%,合格,04-04
泡椒,琼山七水洋,泳旺,6.23%,1.65%,合格,04-04
莲花白,云南通海,东北亚贸易,7.69%,7.88%,合格,03-31
西芹,云南通海,东北亚贸易,4.40%,4.95%,合格,03-31
西瓜,海南文昌,椰枝花,6.78%,15.20%,合格,03-31
丑苹果,四川凉山,椰枝花,4.76%,3.30%,合格,03-31
红富士,山西运城,椰枝花,6.04%,2.20%,合格,03-31
香梨,新疆库尔勒,椰枝花,5.31%,8.79%,合格,03-31
贡梨,安徽砀山,椰枝花,1.28%,0.00%,合格,03-31
杏鲍菇,辽宁大连,自采,5.68%,0.00%,合格,04-02
白玉菇,福建漳州,自采,0.00%,0.00%,合格,04-02
秋葵,海口秀英,自采,0.00%,6.59%,合格,04-02
虫草花,福建漳州,自采,9.89%,2.56%,合格,04-02
平菇,海口秀英,自采,22.30%,29.30%,合格,04-02
鲜香菇,福建漳州,自采,4.76%,4.95%,合格,04-02
本地小白菜,琼山大荒洋,鑫源丰,1.28%,1.65%,合格,04-02
上海青,琼山大荒洋,鑫源丰,0.00%,2.01%,合格,04-02
黑叶白,琼山大荒洋,鑫源丰,7.33%,1.83%,合格,04-02
青梗小白菜,琼山大荒洋,鑫源丰,0.37%,2.38%,合格,04-02
地瓜叶,琼山大荒洋,鑫源丰,1.65%,0.00%,合格,04-02
芥兰,琼山大荒洋,鑫源丰,4.76%,1.65%,合格,04-02
茄子,琼山大荒洋,鑫源丰,12.80%,5.49%,合格,04-02
泡椒,琼山大荒洋,鑫源丰,7.33%,7.14%,合格,04-02
本地小白菜,琼山龙湾,光伏,5.13%,7.33%,合格,04-02
小芥菜,琼山龙湾,光伏,4.95%,4.95%,合格,04-02
黑叶白,琼山七水洋,泳旺,4.58%,1.47%,合格,04-02
地瓜叶,琼山七水洋,泳旺/龙地园,2.75%,0.00%,合格,04-02
泡椒,琼山七水洋,泳旺,0.00%,0.00%,合格,04-02
莲藕,琼山七水洋,泳旺,15.40%,2.38%,合格,04-02
香蕉,海南乐东,椰枝花,0.00%,6.04%,合格,03-31
芭蕉,海南乐东,椰枝花,3.66%,3.66%,合格,03-31
娃娃菜,云南通海,东北亚贸易,0.00%,3.48%,合格,03-31
韭菜,云南通海,东北亚贸易,3.66%,1.47%,合格,03-31
菜心,云南通海,东北亚贸易,5.13%,7.33%,合格,03-31
油麦菜,云南通海,东北亚贸易,0.00%,2.38%,合格,03-31
金丝白,云南通海,东北亚贸易,2.01%,3.11%,合格,03-31
黄瓜,云南通海,东北亚贸易,2.56%,2.56%,合格,03-31
小葱,云南通海,东北亚贸易,6.41%,4.76%,合格,03-31
生姜,云南通海,东北亚贸易,1.10%,0.00%,合格,03-31
蒜头,云南通海,东北亚贸易,0.92%,0.00%,合格,03-31
金针菇,福建漳州,自采,0.00%,0.37%,合格,03-31
杏鲍菇,辽宁大连,自采,0.37%,2.56%,合格,03-31
地瓜叶,琼山七水洋,泳旺/龙地园,0.37%,0.00%,合格,04-01
香芋南瓜,琼山大荒洋,湘满园,5.49%,9.52%,合格,04-01
圆茄子,琼山大荒洋,湘满园,4.58%,5.13%,合格,04-01
嫩南瓜,琼山大荒洋,湘满园,0.00%,3.30%,合格,04-01
地瓜叶,琼山大荒洋,恒鑫,9.52%,6.96%,合格,04-01
地瓜叶,琼山七水洋,昌木达,0.00%,0.92%,合格,04-01
空心菜,琼山七水洋,昌木达,4.58%,4.58%,合格,04-01
莲藕,琼山七水洋,泳旺,0.73%,0.00%,合格,04-01
空心菜,海口秀英,自采,0.37%,0.00%,合格,04-01
西芹,云南通海,银川物流,8.79%,9.34%,合格,04-01
土豆,云南通海,银川物流,5.86%,6.78%,合格,04-01
金针菇,福建漳州,自采,3.11%,0.00%,合格,04-01
杏鲍菇,辽宁大连,自采,10.10%,6.78%,合格,04-01
白玉菇,福建漳州,自采,8.79%,7.14%,合格,04-01
秋葵,海口秀英,自采,5.49%,1.83%,合格,04-01
虫草花,福建漳州,自采,3.30%,3.11%,合格,04-01
平菇,海口秀英,自采,1.65%,4.21%,合格,04-01
鲜香菇,福建漳州,自采,5.86%,2.38%,合格,04-01
尖椒,云南通海,银川物流,3.85%,6.23%,合格,04-01
小葱,云南通海,东北亚贸易,15.80%,16.70%,合格,03-31
白玉菇,福建漳州,自采,3.85%,2.75%,合格,03-31
秋葵,海口秀英,自采,0.00%,2.38%,合格,03-31
虫草花,福建漳州,自采,0.00%,2.38%,合格,03-31
平菇,海口秀英,自采,1.10%,5.68%,合格,03-31
鲜香菇,福建漳州,自采,3.30%,0.00%,合格,03-31
白洋葱,云南通海,东北亚贸易,0.00%,0.00%,合格,03-31
菜心,琼山大荒洋,鑫源丰,5.86%,0.00%,合格,03-31
本地小白菜,琼山大荒洋,鑫源丰,7.69%,6.04%,合格,03-31
上海青,琼山大荒洋,鑫源丰,1.83%,1.83%,合格,03-31
黑叶白,琼山大荒洋,鑫源丰,0.00%,1.65%,合格,03-31
地瓜叶,琼山大荒洋,鑫源丰,0.18%,2.56%,合格,03-31
茄子,琼山大荒洋,鑫源丰,1.28%,4.21%,合格,03-31
本地小白菜,琼山龙湾,光伏,7.14%,0.37%,合格,03-31
黑叶白,琼山龙湾,光伏,5.31%,0.73%,合格,03-31
圆茄子,琼山大荒洋,湘满园,6.78%,1.28%,合格,03-31
地瓜叶,琼山大荒洋,昌木达,8.06%,2.93%,合格,03-31
地瓜叶,琼山七水洋,泳旺/龙地园,14.50%,13.60%,合格,03-31
地瓜叶,琼山大荒洋,恒鑫,13.70%,15.60%,合格,03-31
冬瓜,云南通海,东北亚贸易,5.31%,6.78%,合格,03-31
南瓜,云南通海,东北亚贸易,3.66%,1.83%,合格,03-31
菜心,云南通海,银川物流,6.23%,6.59%,合格,04-01
韭菜,云南通海,银川物流,7.14%,9.71%,合格,04-01
茄子,云南通海,银川物流,0.00%,1.10%,合格,04-01
地瓜,海南琼海,东南鸿,4.40%,3.66%,合格,04-01
本地大黄瓜,海南澄迈,好良心,4.76%,4.40%,合格,04-01
蒜苔,云南通海,银川物流,0.00%,0.92%,合格,04-01
娃娃菜,云南通海,银川物流,7.69%,8.79%,合格,04-01
大葱,云南通海,银川物流,8.42%,1.10%,合格,04-01
莴笋,云南通海,银川物流,5.86%,6.23%,合格,04-01
山药,云南通海,银川物流,12.80%,11.40%,合格,04-01
芋头,琼山七水洋,泳旺,1.47%,0.73%,合格,04-01
蒜头,琼山七水洋,进利,0.73%,2.20%,合格,04-01
冬瓜,云南通海,银川物流,4.95%,0.00%,合格,04-01
南瓜,云南通海,银川物流,0.00%,2.20%,合格,04-01
黄瓜,云南通海,银川物流,0.00%,1.83%,合格,04-01
胡萝卜,云南通海,银川物流,5.86%,6.41%,合格,04-01
油麦菜,云南通海,银川物流,5.86%,6.41%,合格,04-01
西红柿,云南通海,银川物流,1.47%,5.68%,合格,04-01
苦瓜,云南通海,银川物流,7.14%,0.00%,合格,04-01
小香芹,山东济南,广西泽元,5.49%,0.00%,合格,04-01
地瓜叶,琼山大荒洋,恒鑫,15.90%,6.04%,合格,04-02
地瓜叶,琼山七水洋,昌木达,0.00%,2.93%,合格,04-02
圆茄子,琼山大荒洋,湘满园,0.00%,0.00%,合格,04-02
嫩南瓜,琼山大荒洋,湘满园,0.00%,1.83%,合格,04-02
油麦菜,云南通海,银川物流,0.55%,1.10%,合格,04-02
上海青,云南通海,银川物流,0.18%,0.00%,合格,04-02
菜心,云南通海,银川物流,0.00%,0.00%,合格,04-02
西芹,云南通海,银川物流,0.00%,7.51%,合格,04-02
黄瓜,云南通海,银川物流,35.00%,28.80%,合格,04-02
金丝白,云南通海,银川物流,19.40%,29.90%,合格,04-02
尖椒,海南定安,自采,3.11%,5.31%,合格,04-01
小黄白,云南通海,银川物流,0.00%,0.00%,合格,04-01
上海青,云南通海,银川物流,0.37%,2.20%,合格,04-01
生菜,云南通海,银川物流,3.30%,0.73%,合格,04-01
蒜苗,云南通海,银川物流,2.01%,2.93%,合格,04-01
小葱,云南通海,银川物流,15.20%,14.10%,合格,04-01
圆椒,云南通海,银川物流,0.92%,0.00%,合格,04-01
白萝卜,云南通海,银川物流,1.10%,0.55%,合格,04-01
菠菜,云南陆良,中商,8.61%,7.14%,合格,04-01
皇帝菜,山东寿光,中商,6.78%,4.95%,合格,04-01
尖椒,云南通海,东北亚贸易,19.40%,19.80%,合格,03-31
上海青,云南通海,东北亚贸易,8.61%,9.89%,合格,03-31
生菜,云南通海,东北亚贸易,8.79%,6.78%,合格,03-31
西红柿,云南通海,东北亚贸易,0.00%,1.65%,合格,03-31
胡萝卜,云南通海,东北亚贸易,0.00%,0.00%,合格,03-31
白萝卜,云南通海,东北亚贸易,0.00%,0.00%,合格,03-31
空心菜,海口秀英,自采,0.00%,0.00%,合格,03-31
大葱,云南通海,东北亚贸易,9.52%,6.96%,合格,03-31
小香芹,山东济南,广西泽元,7.69%,12.30%,合格,03-31
蒜苗,云南陆良,广西泽元,7.69%,9.89%,合格,03-31
山药,河北蠡县,中商,2.56%,3.30%,合格,03-31
外地大白菜,云南通海,东北亚贸易,0.55%,2.38%,合格,03-31
西兰花,云南陆良,广西泽元,1.47%,1.83%,合格,03-31
圆椒,云南通海,东北亚贸易,6.59%,6.41%,合格,03-31
本地大黄瓜,海南澄迈,秀英好良心,8.61%,1.83%,合格,03-31
菠菜,云南陆良,中商,6.96%,5.68%,合格,03-31
皇帝菜,山东寿光,中商,0.55%,2.56%,合格,03-31
茄子,云南通海,东北亚贸易,0.00%,2.56%,合格,03-31
苦瓜,云南通海,东北亚贸易,2.93%,6.59%,合格,03-31
蒜苔,云南通海,东北亚贸易,1.10%,0.92%,合格,03-31
西兰花,云南陆良,广西泽元,0.00%,0.18%,合格,04-01
丑苹果,四川凉山,椰枝花,0.00%,0.00%,合格,04-01
蜜梨,四川华蓥,椰枝花,3.85%,4.21%,合格,04-01
香蕉,海南乐东,椰枝花,9.71%,10.30%,合格,04-01
芭蕉,海南乐东,椰枝花,0.00%,10.30%,合格,04-01
生姜,琼山七水洋,进利,0.00%,5.13%,合格,04-01
外地大白菜,云南通海,银川物流,8.97%,10.60%,合格,04-01
莲花白,云南通海,银川物流,3.85%,3.85%,合格,04-01
金丝白,云南通海,银川物流,6.78%,4.03%,合格,04-01
本地小白菜,琼山大荒洋,鑫源丰,2.20%,0.00%,合格,04-01
上海青,琼山大荒洋,鑫源丰,6.04%,7.33%,合格,04-01
黑叶白,琼山大荒洋,鑫源丰,0.00%,2.93%,合格,04-01
青梗小白菜,琼山大荒洋,鑫源丰,2.01%,0.00%,合格,04-01
地瓜叶,琼山大荒洋,鑫源丰,5.68%,1.10%,合格,04-01
芥兰,琼山大荒洋,鑫源丰,0.00%,2.38%,合格,04-01
茄子,琼山大荒洋,鑫源丰,4.03%,2.75%,合格,04-01
泡椒,琼山大荒洋,鑫源丰,0.00%,5.13%,合格,04-01
本地小白菜,琼山龙湾,光伏,0.00%,0.00%,合格,04-01
黑叶白,琼山龙湾,光伏,4.95%,0.73%,合格,04-01
泡椒,琼山七水洋,泳旺,6.04%,6.41%,合格,04-01
茄子,琼山大荒洋,鑫源丰,4.76%,7.69%,合格,03-30
地瓜叶,琼山大荒洋,昌木达,0.00%,1.83%,合格,03-30
地瓜叶,琼山七水洋,泳旺/龙地园,0.00%,0.00%,合格,03-30
圆茄子,琼山大荒洋,湘满园,0.00%,0.00%,合格,03-30
地瓜叶,琼山大荒洋,恒鑫,0.00%,2.75%,合格,03-30
韭菜,云南通海,东北亚贸易,0.00%,0.18%,合格,03-30
